-1.56456795257167e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.05086387338534e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.78590655374516e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.89429130643132e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.11011947679383e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.80866706215044e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.98868686595377e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.16712357916791e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.82382106553606e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.56000873492906e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.2890103410401e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.05876140818215e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.06013225580339e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.46476992893368e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.34665087920009e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.88064978825159e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
