8.65347406394279e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.02152667209354e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.31959781985153e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.19581660507842e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.44787603606301e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.19242341682851e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8214190651026e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51124446355158e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.19626367637732e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.63113181162772e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.26790158647678e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.31492739332107e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.65806583458831e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.39549765457837e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84745368379984e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.88464424851148e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
